year,bhk,furnished_type,property_age,aqi,urban_sprawl_index,flood_percentage,rainfall_mm,night_life_score,price_inr
2018,3,Semi-Furnished,15,91,0.93,0.08,1332.4,2,755000
2023,2,Unfurnished,20,119,0.98,0.09,1322.4,2,555500
2018,2,Semi-Furnished,14,172,0.28,0.02,1032.7,3,443000
2024,2,Unfurnished,24,209,0.55,0.28,1704.1,1,384000
2024,2,Unfurnished,18,172,0.55,0.08,1307.6,8,621000
2018,3,Unfurnished,21,187,0.51,0.21,1633.1,9,607500
2019,2,Unfurnished,10,232,0.34,0.17,1027.2,1,300000
2021,3,Unfurnished,11,164,0.87,0.59,1001.6,5,669500
2019,1,Unfurnished,10,153,0.74,0.39,1170.0,8,302500
2021,3,Semi-Furnished,22,206,0.68,0.25,1702.9,2,644500
2023,4,Unfurnished,4,110,0.56,0.53,1604.2,1,916500
2021,3,Semi-Furnished,7,184,0.51,0.04,1200.9,5,816000
2023,2,Semi-Furnished,5,177,0.83,0.2,1523.4,1,621000
2024,4,Semi-Furnished,15,182,0.62,0.31,1619.2,6,1058500
2020,3,Furnished,11,120,0.69,0.03,1938.9,9,1029500
2024,2,Unfurnished,5,230,0.28,0.09,1762.4,8,599500
2024,2,Unfurnished,12,91,0.58,0.54,1135.8,6,626000
2020,3,Semi-Furnished,6,150,0.3,0.11,1270.2,4,773500
2021,3,Semi-Furnished,7,175,0.24,0.55,1403.5,7,761500
2021,2,Semi-Furnished,11,101,0.75,0.06,1105.3,6,720000
2023,2,Unfurnished,1,135,0.42,0.53,1555.4,7,612500
2019,4,Semi-Furnished,22,95,0.97,0.27,1907.1,2,921500
2023,1,Furnished,8,213,0.68,0.34,1306.4,7,554000
2019,2,Unfurnished,12,81,0.72,0.17,1984.6,4,515500
2024,1,Furnished,16,141,0.36,0.16,1249.3,5,571000
2020,3,Unfurnished,12,202,0.3,0.3,1472.3,7,623000
2024,1,Unfurnished,15,121,0.62,0.21,1343.0,2,354500
2018,3,Unfurnished,0,196,0.94,0.05,1308.1,1,610500
2021,1,Semi-Furnished,6,196,0.24,0.21,1377.9,5,356500
2019,3,Semi-Furnished,12,122,0.61,0.15,1032.4,1,706500
2023,3,Semi-Furnished,13,131,0.36,0.51,1532.0,6,833500
2020,2,Semi-Furnished,20,202,0.83,0.5,1741.4,2,406000
2019,2,Unfurnished,16,227,0.75,0.08,1863.8,2,326000
2023,2,Unfurnished,15,135,0.28,0.44,1324.4,4,482000
2021,2,Unfurnished,14,146,0.69,0.27,1550.4,2,442500
2024,3,Furnished,16,138,0.99,0.52,1892.8,9,1063000
2021,2,Unfurnished,1,127,0.62,0.16,1799.9,3,556000
2022,3,Furnished,24,114,0.43,0.05,1464.1,8,981500
2018,2,Unfurnished,11,215,0.32,0.48,1164.8,7,330000
2022,2,Unfurnished,2,155,0.99,0.52,1558.3,7,616000
2020,2,Unfurnished,8,111,0.65,0.5,1989.7,4,479000
2019,2,Unfurnished,5,124,0.5,0.2,1757.5,4,481000
2020,2,Furnished,5,164,0.37,0.02,1848.0,1,625000
2024,3,Semi-Furnished,6,202,0.96,0.08,1188.8,8,992000
2023,2,Furnished,7,181,0.7,0.55,1903.9,1,641500
2021,1,Furnished,2,106,0.25,0.22,1014.1,4,546000
2022,3,Semi-Furnished,23,198,0.25,0.53,1862.2,3,612500
2022,3,Semi-Furnished,14,82,0.95,0.59,1239.1,1,794500
2024,1,Semi-Furnished,21,136,0.77,0.24,1622.7,7,520000
2022,3,Semi-Furnished,5,227,0.28,0.47,1293.1,7,765500
2024,2,Unfurnished,10,200,0.7,0.1,1135.3,2,525000
2020,3,Semi-Furnished,2,248,0.54,0.23,1247.1,5,721500
2021,3,Semi-Furnished,15,80,0.83,0.42,1472.9,8,915000
2019,3,Unfurnished,5,153,0.42,0.12,1919.7,1,596000
2023,3,Semi-Furnished,10,188,0.51,0.19,1389.0,9,914500
2019,2,Furnished,7,211,0.33,0.34,1055.9,7,606000
2020,3,Semi-Furnished,22,150,0.4,0.41,1023.8,7,718500
2023,2,Semi-Furnished,9,89,0.35,0.21,1209.9,2,659500
2022,1,Unfurnished,9,206,0.22,0.23,1052.0,8,316500
2018,2,Semi-Furnished,22,236,0.24,0.07,1371.1,3,327500
2020,4,Unfurnished,2,94,0.87,0.59,1384.3,7,994500
2020,3,Furnished,13,98,0.84,0.37,1972.1,3,885500
2021,1,Furnished,18,189,0.31,0.32,1306.2,6,414000
2019,3,Furnished,20,125,0.73,0.13,1598.9,1,778500
2020,3,Unfurnished,20,97,0.8,0.29,1818.8,4,679500
2020,2,Unfurnished,8,185,0.24,0.27,1513.0,9,498500
2022,2,Furnished,12,82,0.27,0.16,1696.6,7,821000
2022,3,Furnished,8,149,0.65,0.27,1974.4,7,995500
2023,2,Furnished,20,101,0.5,0.12,1324.2,4,761000
2024,1,Semi-Furnished,11,134,0.76,0.43,1074.2,1,422500
2024,3,Semi-Furnished,13,197,0.65,0.55,1430.3,1,720500
2018,4,Unfurnished,4,120,0.22,0.0,1540.6,3,842000
2024,3,Furnished,5,189,0.75,0.33,1580.0,7,1031500
2021,3,Semi-Furnished,12,196,0.36,0.44,1738.6,7,744000
2018,2,Unfurnished,12,215,0.45,0.54,1898.1,5,300000
2023,1,Unfurnished,23,144,0.79,0.22,1500.2,9,417000
2022,3,Semi-Furnished,5,210,0.82,0.54,1143.4,2,726000
2024,2,Semi-Furnished,13,236,0.48,0.5,1403.4,9,632000
2019,3,Unfurnished,10,149,0.27,0.32,1155.4,9,690000
2022,1,Unfurnished,12,97,0.82,0.15,1182.3,6,442500
2021,2,Unfurnished,11,196,0.9,0.39,1001.7,4,450500
2022,2,Unfurnished,15,80,0.97,0.16,1929.7,5,638000
2021,4,Furnished,5,101,0.45,0.21,1745.3,6,1197500
2021,1,Semi-Furnished,8,174,0.3,0.28,1100.3,4,344000
2021,1,Semi-Furnished,16,230,0.95,0.3,1920.1,9,410000
2023,2,Semi-Furnished,19,215,0.52,0.11,1870.4,2,515500
2021,3,Unfurnished,15,236,0.27,0.42,1909.9,8,603000
2021,2,Semi-Furnished,11,194,0.6,0.6,1097.3,9,591000
2019,2,Furnished,17,141,0.35,0.15,1079.9,4,596500
2018,1,Semi-Furnished,8,98,0.48,0.33,1067.7,9,440500
2020,3,Semi-Furnished,2,138,0.46,0.27,1966.9,2,757500
2018,1,Semi-Furnished,9,203,0.99,0.18,1660.5,3,300000
2021,2,Furnished,10,159,0.71,0.25,1178.0,5,714500
2019,2,Unfurnished,1,226,0.59,0.44,1929.2,4,372000
2022,2,Unfurnished,7,101,0.61,0.25,1443.2,3,567500
2019,3,Furnished,19,162,0.68,0.3,1785.4,4,776000
2021,2,Furnished,10,147,0.9,0.29,1636.2,9,819500
2019,4,Semi-Furnished,17,84,0.32,0.33,1649.7,9,1023500
2024,4,Unfurnished,19,84,0.68,0.17,1439.7,5,1043500
2019,2,Unfurnished,6,232,0.46,0.31,1395.0,7,407500
2021,3,Semi-Furnished,13,103,0.66,0.08,1161.9,8,936000
2023,3,Furnished,6,208,0.61,0.44,1070.8,2,847000
2024,3,Unfurnished,0,193,0.22,0.07,1928.0,9,878500
2019,2,Semi-Furnished,11,107,0.67,0.47,1936.6,9,644500
2020,2,Furnished,0,126,0.77,0.5,1641.3,2,676000
2020,2,Unfurnished,2,164,0.4,0.01,1388.1,6,544500
2019,3,Semi-Furnished,1,98,0.29,0.5,1025.1,4,761000
2023,2,Unfurnished,2,166,0.37,0.39,1447.7,1,472500
2022,2,Furnished,3,221,0.71,0.06,1659.0,5,746000
2021,2,Furnished,13,149,0.58,0.6,1300.3,3,604000
2020,2,Unfurnished,22,193,0.89,0.37,1342.4,1,310500
2022,2,Furnished,17,87,0.43,0.24,1472.3,2,695000
2019,1,Furnished,22,116,0.49,0.53,1494.9,7,413500
2022,2,Furnished,4,165,0.62,0.02,1742.9,1,714000
2024,4,Semi-Furnished,14,151,0.57,0.43,1499.8,3,1011500
2018,2,Semi-Furnished,15,204,0.64,0.09,1845.3,1,391500
2020,3,Unfurnished,7,89,0.45,0.33,1482.8,1,651500
2019,1,Unfurnished,23,146,0.33,0.06,1031.9,8,300000
2021,2,Semi-Furnished,20,220,0.84,0.41,1141.4,6,512500
2023,3,Unfurnished,7,118,0.23,0.28,1718.2,4,758000
2024,3,Semi-Furnished,24,143,0.5,0.0,1451.9,8,927000
2019,2,Semi-Furnished,6,109,0.27,0.04,1461.2,7,652000
2021,4,Furnished,5,211,0.79,0.42,1978.0,9,1150000
2023,4,Furnished,6,124,0.49,0.24,1571.5,1,1129000
2023,4,Unfurnished,22,213,0.22,0.4,1116.9,5,789000
2019,2,Semi-Furnished,18,95,0.26,0.23,1433.8,6,556500
2024,1,Semi-Furnished,21,101,0.36,0.22,1561.3,6,497000
2022,3,Unfurnished,21,100,0.83,0.51,1037.5,7,761500
2022,3,Unfurnished,24,237,0.84,0.51,1364.6,5,570500
2023,1,Furnished,0,103,1.0,0.55,1967.8,5,664500
2022,3,Unfurnished,12,143,0.39,0.49,1751.3,1,602500
2018,1,Furnished,6,220,0.25,0.08,1372.2,5,363000
2023,2,Furnished,0,105,0.43,0.04,1262.1,1,802000
2023,2,Semi-Furnished,9,177,0.34,0.04,1283.2,2,596000
2021,3,Furnished,12,99,0.77,0.59,1828.4,1,839500
2022,2,Unfurnished,3,140,0.98,0.3,1401.6,8,678000
2024,3,Furnished,6,203,0.42,0.07,1843.2,8,1038500
2023,2,Furnished,5,213,0.46,0.33,1908.7,8,768500
2024,3,Unfurnished,5,88,0.48,0.43,1464.2,1,770500
2018,4,Semi-Furnished,20,207,0.89,0.06,1945.3,4,853000
2021,3,Semi-Furnished,10,180,0.66,0.21,1300.0,1,714500
2019,4,Unfurnished,22,244,0.98,0.11,1260.0,4,737500
2024,1,Furnished,8,95,0.7,0.59,1107.3,7,666500
2023,2,Semi-Furnished,21,83,0.76,0.19,1245.8,7,749500
2018,1,Semi-Furnished,6,111,0.27,0.41,1772.7,1,300000
2020,2,Unfurnished,8,163,0.96,0.55,1403.8,2,410500
2018,3,Semi-Furnished,22,172,0.7,0.52,1148.2,6,630000
2018,1,Furnished,5,207,0.62,0.24,1107.0,6,414000
2021,2,Semi-Furnished,18,96,0.51,0.19,1490.2,1,546500
2019,2,Semi-Furnished,13,120,0.26,0.49,1539.4,4,477500
2020,2,Semi-Furnished,0,124,0.31,0.12,1794.6,9,729000
2022,2,Unfurnished,15,95,0.21,0.43,1714.8,8,566500
2022,3,Semi-Furnished,8,99,1.0,0.5,1167.1,4,886000
2024,1,Unfurnished,22,121,0.83,0.51,1276.9,3,315500
2018,2,Unfurnished,14,89,0.84,0.01,1693.8,8,583500
2021,3,Unfurnished,18,131,0.78,0.3,1180.6,9,782000
2021,3,Furnished,9,230,0.59,0.21,1803.2,1,762500
2022,2,Furnished,15,112,0.27,0.59,1657.4,8,731500
2024,3,Unfurnished,24,206,0.26,0.33,1536.3,5,630500
2024,2,Unfurnished,2,232,0.93,0.26,1644.3,3,552000
2024,2,Unfurnished,18,129,0.2,0.15,1099.7,5,558500
2020,1,Furnished,12,180,0.76,0.51,1548.0,4,399500
2019,2,Semi-Furnished,13,179,0.7,0.19,1451.3,1,447500
2020,3,Semi-Furnished,6,167,0.6,0.5,1513.0,8,808000
2023,1,Semi-Furnished,1,158,0.98,0.53,1337.7,7,545500
2023,2,Semi-Furnished,13,177,0.36,0.03,1468.2,4,619500
2019,3,Unfurnished,22,147,0.83,0.31,1883.2,4,589500
2022,2,Unfurnished,22,157,0.74,0.25,1344.9,5,489500
2019,2,Unfurnished,16,211,0.98,0.24,1044.9,1,321000
2021,3,Semi-Furnished,12,107,0.95,0.22,1256.5,4,865000
2023,1,Furnished,1,108,0.3,0.32,1454.4,5,619000
2018,3,Unfurnished,4,161,0.45,0.08,1533.5,8,712000
2018,1,Unfurnished,3,201,0.88,0.52,1427.1,1,300000
2022,3,Furnished,2,184,0.38,0.33,1826.6,4,894500
2021,2,Unfurnished,13,151,0.5,0.21,1915.2,7,532500
2020,3,Unfurnished,10,189,0.7,0.15,1486.8,5,668500
2021,1,Furnished,7,192,0.65,0.37,1075.9,1,392500
2018,3,Semi-Furnished,22,220,0.71,0.47,1421.0,7,610500
2018,2,Semi-Furnished,8,122,0.77,0.26,1181.2,1,496000
2023,2,Semi-Furnished,15,88,0.78,0.59,1283.5,2,616500
2021,2,Semi-Furnished,2,119,0.79,0.32,1832.9,8,752000
2021,3,Unfurnished,9,125,0.99,0.59,1535.3,9,810500
2018,4,Semi-Furnished,0,137,0.49,0.58,1828.6,8,985000
2020,1,Semi-Furnished,8,219,0.24,0.36,1985.6,8,331000
2022,1,Furnished,15,180,0.48,0.35,1545.2,6,480500
2024,3,Furnished,8,104,0.93,0.06,1912.3,7,1160000
2022,1,Unfurnished,11,168,0.27,0.56,1683.5,4,300000
2021,4,Semi-Furnished,0,223,0.72,0.48,1101.8,5,967000
2022,3,Unfurnished,15,203,0.54,0.3,1417.9,2,591000
2018,3,Unfurnished,7,178,0.94,0.18,1658.9,4,634000
2018,1,Semi-Furnished,13,203,0.94,0.5,1705.3,7,300000
2021,2,Semi-Furnished,13,103,0.83,0.17,1860.7,4,659500
2021,3,Semi-Furnished,9,186,0.28,0.33,1637.3,6,757500
2024,4,Semi-Furnished,0,93,0.22,0.12,1090.1,8,1251000
2024,4,Furnished,5,101,0.31,0.48,1142.4,5,1213000
2023,1,Semi-Furnished,8,207,0.46,0.45,1328.3,8,441500
2021,1,Semi-Furnished,18,110,0.39,0.18,1294.0,4,382000
2020,1,Unfurnished,21,164,0.5,0.07,1221.6,2,300000
2022,3,Semi-Furnished,15,137,0.31,0.11,1617.3,9,902500
2021,2,Furnished,18,148,0.8,0.37,1429.7,2,616500
2019,1,Unfurnished,10,226,0.88,0.09,1685.0,7,300000
2023,2,Semi-Furnished,20,185,0.59,0.19,1387.0,6,615500
2019,2,Furnished,10,164,0.97,0.5,1274.1,2,578000
2018,4,Semi-Furnished,13,81,0.3,0.05,1550.5,3,936500
2024,2,Semi-Furnished,6,126,0.28,0.35,1096.8,7,739500
2022,2,Unfurnished,11,194,0.36,0.24,1988.7,6,491000
2021,2,Semi-Furnished,19,132,0.99,0.07,1655.6,6,671500
2019,2,Semi-Furnished,19,104,0.53,0.31,1122.2,7,577500
2022,1,Unfurnished,22,114,0.94,0.31,1622.4,5,343500
2018,1,Semi-Furnished,4,236,0.36,0.23,1074.4,1,300000
2024,3,Unfurnished,0,166,0.88,0.03,1506.2,5,897500
2020,1,Semi-Furnished,10,189,0.45,0.12,1290.9,9,428000
2023,2,Furnished,14,224,0.79,0.24,1700.8,2,639000
2022,2,Semi-Furnished,9,159,0.98,0.17,1487.1,3,648500
2022,3,Semi-Furnished,14,210,0.95,0.1,1785.9,2,760000
2020,2,Semi-Furnished,12,101,0.87,0.29,1229.8,5,642500
2022,3,Unfurnished,14,221,0.24,0.24,1656.2,5,617000
2018,2,Furnished,1,210,0.69,0.4,1687.8,5,594000
2018,3,Unfurnished,21,117,0.87,0.34,1477.5,6,634000
2020,1,Unfurnished,12,166,0.52,0.1,1858.3,3,300000
2023,4,Semi-Furnished,11,100,0.78,0.41,1146.6,8,1171500
2021,1,Semi-Furnished,24,103,0.31,0.28,1758.4,3,316000
2019,2,Unfurnished,22,175,0.34,0.07,1132.0,2,308500
2021,3,Unfurnished,3,124,0.71,0.01,1156.9,9,900500
2022,2,Furnished,11,126,0.55,0.38,1201.5,6,757000
2019,4,Unfurnished,14,226,0.37,0.37,1661.1,7,755500
2020,2,Unfurnished,12,241,0.43,0.49,1639.0,1,300000
2020,3,Unfurnished,1,210,0.7,0.46,1445.9,3,606000
2023,3,Unfurnished,19,118,0.78,0.53,1314.5,7,775500
2019,4,Semi-Furnished,15,171,0.37,0.18,1612.8,8,954000
2018,4,Semi-Furnished,13,154,0.96,0.25,1144.2,2,879500
2019,3,Semi-Furnished,20,217,0.21,0.04,1628.7,5,628000
2022,3,Unfurnished,1,247,0.76,0.25,1012.0,5,706500
2018,2,Unfurnished,16,81,0.43,0.13,1144.5,9,542500
2024,1,Unfurnished,15,124,0.58,0.48,1707.9,3,327000
2024,3,Unfurnished,3,234,0.66,0.39,1874.0,5,738500
2024,4,Unfurnished,10,132,0.65,0.47,1075.6,8,1052500
2020,3,Unfurnished,12,216,0.82,0.36,1638.8,3,572000
2019,4,Unfurnished,5,182,0.86,0.36,1061.9,6,875000
2024,3,Semi-Furnished,16,208,0.26,0.14,1879.0,9,877000
2021,1,Unfurnished,0,240,0.76,0.4,1391.7,4,300000
2023,2,Unfurnished,8,117,0.52,0.09,1741.2,7,671500
2021,2,Unfurnished,20,136,0.85,0.17,1172.8,8,573500
2024,1,Unfurnished,17,240,0.69,0.11,1861.4,6,327500
2023,2,Semi-Furnished,10,82,0.21,0.57,1429.2,1,573500
2022,4,Unfurnished,13,111,0.73,0.54,1208.9,6,956000
2021,3,Unfurnished,1,228,0.94,0.52,1572.4,4,653000
2019,2,Unfurnished,19,147,0.27,0.58,1288.2,3,300000
2019,1,Unfurnished,10,224,0.6,0.37,1287.1,3,300000
2021,2,Semi-Furnished,1,249,0.7,0.54,1114.5,3,485000
2024,2,Furnished,3,147,0.36,0.18,1213.9,1,747000
2019,2,Unfurnished,12,163,0.72,0.23,1797.9,1,364500
2022,1,Semi-Furnished,5,91,0.24,0.28,1523.6,2,426000
2018,2,Unfurnished,6,124,0.92,0.05,1354.9,5,530500
2024,2,Unfurnished,21,243,0.81,0.49,1929.4,7,479500
2022,4,Unfurnished,19,159,0.95,0.07,1797.4,5,950500
2023,1,Furnished,2,214,0.53,0.48,1310.3,3,467000
2022,1,Unfurnished,3,240,0.23,0.55,1110.7,5,300000
2024,1,Furnished,20,127,0.47,0.34,1184.3,6,569000
2023,2,Semi-Furnished,19,112,0.61,0.1,1675.2,4,669000
2024,3,Unfurnished,2,163,0.95,0.26,1563.1,4,843000
2019,3,Semi-Furnished,0,180,0.91,0.08,1980.8,1,749000
2018,2,Furnished,18,234,0.68,0.07,1013.5,7,573500
2024,3,Furnished,20,126,0.78,0.45,1876.8,8,1024500
2024,2,Semi-Furnished,12,164,0.96,0.24,1014.3,4,696000
2019,3,Unfurnished,13,122,0.88,0.0,1424.8,6,751000
2020,1,Unfurnished,21,159,0.73,0.03,1916.6,6,300000
2019,2,Unfurnished,15,226,0.63,0.49,1658.4,1,300000
2023,3,Semi-Furnished,3,217,0.58,0.37,1583.3,4,800500
2019,3,Furnished,16,101,0.81,0.51,1313.5,6,873500
2019,3,Semi-Furnished,9,209,0.85,0.16,1966.1,9,817000
2018,2,Furnished,6,187,0.37,0.19,1168.2,4,571500
2019,2,Unfurnished,12,177,0.58,0.37,1269.9,9,475500
2024,4,Semi-Furnished,24,97,0.82,0.4,1453.0,4,1065000
2018,1,Furnished,12,207,0.74,0.02,1126.3,7,444000
2021,1,Semi-Furnished,21,98,0.67,0.54,1423.5,7,413000
2020,1,Semi-Furnished,13,237,0.46,0.48,1039.3,8,300000
2018,2,Semi-Furnished,5,213,0.69,0.08,1924.1,7,559000
2023,2,Semi-Furnished,15,106,0.69,0.01,1322.1,6,756500
2021,2,Furnished,8,94,0.55,0.46,1633.8,3,702000
2018,2,Semi-Furnished,19,238,0.97,0.54,1870.5,7,423000
2018,4,Unfurnished,15,217,0.72,0.19,1818.3,6,771500
2020,1,Semi-Furnished,20,228,0.88,0.19,1873.4,8,351500
2024,2,Unfurnished,20,202,0.3,0.31,1720.3,4,441500
2023,2,Semi-Furnished,11,174,0.81,0.4,1193.7,7,682000
2022,3,Unfurnished,15,243,0.68,0.39,1366.5,7,651500
2022,2,Furnished,4,206,0.45,0.45,1512.0,3,631500
2018,3,Furnished,23,153,0.31,0.07,1337.0,8,812500
2019,1,Unfurnished,10,137,0.5,0.31,1955.2,2,300000
2023,3,Unfurnished,0,226,0.55,0.3,1806.8,3,694000
2021,2,Semi-Furnished,9,189,0.31,0.57,1799.0,1,421500
2019,1,Semi-Furnished,10,217,0.74,0.55,1361.1,2,300000
2019,3,Unfurnished,14,128,0.45,0.45,1754.8,1,529500
2023,3,Unfurnished,2,140,0.84,0.53,1614.1,6,824500
2024,1,Semi-Furnished,23,209,0.72,0.45,1375.2,5,360500
2018,1,Semi-Furnished,14,154,0.45,0.43,1308.3,6,300000
2018,1,Unfurnished,10,87,0.49,0.13,1788.8,3,300000
2018,3,Semi-Furnished,8,226,0.95,0.37,1596.8,7,713500
2018,1,Furnished,1,221,0.96,0.55,1037.0,4,367500
2022,2,Unfurnished,11,101,0.53,0.45,1021.7,1,469500
2018,1,Semi-Furnished,19,96,0.74,0.36,1842.0,3,300000
2022,3,Unfurnished,15,186,0.98,0.15,1089.8,5,734500
2022,3,Unfurnished,23,142,1.0,0.41,1519.4,7,741500
2024,3,Unfurnished,15,201,0.26,0.21,1608.7,9,778500
2018,1,Semi-Furnished,20,105,0.64,0.04,1916.0,5,353000
2020,4,Furnished,0,243,0.78,0.14,1514.5,1,994000
2021,3,Semi-Furnished,15,196,0.35,0.23,1194.0,5,719500
2019,3,Unfurnished,5,124,0.86,0.6,1260.7,1,597000
2022,2,Unfurnished,13,109,0.57,0.46,1048.9,7,574000
2023,2,Semi-Furnished,24,195,0.6,0.17,1222.1,9,649500
2023,3,Unfurnished,24,228,0.42,0.46,1815.1,6,595000
2021,1,Unfurnished,10,227,0.44,0.21,1756.9,4,300000
2023,2,Semi-Furnished,0,249,0.27,0.36,1081.9,6,594000
2020,3,Furnished,19,169,0.95,0.46,1479.6,1,742000
2023,3,Unfurnished,16,198,0.51,0.44,1301.8,4,637000
2019,4,Semi-Furnished,22,219,0.33,0.08,1649.9,6,842000
2019,3,Unfurnished,18,87,0.31,0.5,1961.3,2,549000
2022,2,Semi-Furnished,1,172,0.53,0.55,1630.7,3,573500
2018,1,Semi-Furnished,13,196,0.71,0.14,1745.7,4,300000
2024,2,Furnished,7,135,0.82,0.2,1398.1,6,882000
2020,2,Semi-Furnished,24,214,0.94,0.56,1032.7,3,396000
2022,2,Unfurnished,22,141,0.71,0.59,1418.1,1,371500
2020,1,Unfurnished,21,200,0.54,0.27,1510.8,6,300000
2018,2,Unfurnished,5,140,0.54,0.02,1492.7,8,546000
2023,3,Semi-Furnished,8,217,0.66,0.56,1233.5,8,835000
2023,4,Furnished,4,129,0.63,0.02,1475.0,4,1241000
2024,3,Semi-Furnished,4,227,0.71,0.2,1718.0,6,894000
2018,3,Semi-Furnished,17,107,0.6,0.05,1311.5,1,680500
2022,3,Unfurnished,21,221,0.25,0.31,1634.0,6,592500
2024,4,Semi-Furnished,13,155,0.6,0.02,1153.2,1,1037000
2018,3,Unfurnished,11,87,0.22,0.14,1278.0,4,639000
2021,3,Unfurnished,11,214,0.34,0.28,1883.9,9,693000
2019,4,Semi-Furnished,21,84,0.51,0.04,1626.6,6,1006000
2024,4,Semi-Furnished,5,80,0.64,0.29,1085.8,4,1175500
2024,2,Unfurnished,3,190,0.35,0.16,1264.6,4,566000
2022,1,Semi-Furnished,14,152,0.42,0.16,1994.0,4,396000
2020,1,Semi-Furnished,22,185,0.5,0.56,1270.1,7,300000
2021,1,Unfurnished,14,89,0.36,0.41,1580.5,9,385500
2022,1,Semi-Furnished,24,144,1.0,0.56,1550.3,6,392000
2018,1,Unfurnished,16,227,0.84,0.35,1402.4,7,300000
2018,2,Unfurnished,2,137,0.85,0.54,1033.8,4,437000
2018,2,Unfurnished,9,236,0.66,0.5,1284.3,5,310000
2018,3,Unfurnished,24,81,0.97,0.6,1953.3,9,686000
2020,2,Semi-Furnished,20,233,0.79,0.3,1019.2,8,521000
2021,3,Furnished,21,138,0.46,0.42,1715.7,2,770000
2023,3,Unfurnished,7,184,0.69,0.1,1892.7,8,845000
2019,2,Unfurnished,8,80,0.63,0.56,1762.4,3,449000
2020,4,Unfurnished,23,110,0.66,0.24,1323.2,2,805000
2020,1,Semi-Furnished,2,117,0.85,0.55,1520.5,2,375500
2023,1,Unfurnished,0,101,0.61,0.06,1867.5,4,481000
2023,2,Semi-Furnished,10,80,0.78,0.31,1975.5,1,671500
2019,1,Semi-Furnished,12,167,0.4,0.0,1097.0,5,343000
2019,2,Semi-Furnished,11,243,0.95,0.25,1124.3,7,529500
2023,2,Furnished,20,243,0.27,0.05,1955.8,2,566500
2018,2,Unfurnished,6,241,0.99,0.27,1872.6,5,387500
2020,1,Furnished,1,88,0.71,0.33,1211.1,4,568500
2022,2,Unfurnished,0,189,0.58,0.51,1970.1,6,532500
2019,3,Unfurnished,19,163,0.45,0.18,1209.0,1,510000
2019,2,Semi-Furnished,2,211,0.52,0.34,1088.5,1,430000
2023,1,Semi-Furnished,3,142,0.83,0.04,1681.9,2,510000
2021,1,Furnished,16,211,0.31,0.55,1539.8,4,327500
2022,1,Unfurnished,17,212,0.4,0.27,1239.7,1,300000
2022,1,Furnished,16,217,0.3,0.15,1928.3,5,430500
2019,3,Unfurnished,18,187,0.54,0.28,1404.2,6,585000
2018,1,Unfurnished,3,119,0.51,0.29,1402.9,4,300000
2021,3,Unfurnished,16,115,0.72,0.45,1631.8,7,739500
2022,3,Semi-Furnished,21,114,1.0,0.58,1230.8,5,814000
2019,1,Semi-Furnished,1,138,0.91,0.11,1586.8,9,541500
2022,2,Semi-Furnished,9,195,0.9,0.03,1364.0,9,745500
2024,4,Unfurnished,11,110,0.72,0.39,1695.0,4,1008500
2021,3,Unfurnished,12,128,0.42,0.53,1247.7,6,684500
2021,2,Unfurnished,10,213,0.51,0.34,1185.5,2,367000
2024,3,Semi-Furnished,20,185,0.4,0.05,1249.8,2,767500
2020,3,Semi-Furnished,7,98,0.31,0.25,1935.9,3,780500
2024,2,Semi-Furnished,19,175,0.55,0.39,1849.2,2,546500
2023,3,Furnished,4,249,0.92,0.2,1828.9,9,1023000
2023,2,Unfurnished,24,109,0.8,0.51,1780.7,4,504500
2019,2,Unfurnished,1,105,0.99,0.13,1637.0,5,599500
2021,4,Semi-Furnished,11,210,0.36,0.22,1098.4,2,868000
2020,3,Semi-Furnished,1,240,0.6,0.55,1324.7,8,752500
2020,2,Semi-Furnished,5,129,0.83,0.34,1561.9,8,698000
2022,1,Furnished,21,238,0.57,0.0,1105.7,7,474000
2022,3,Semi-Furnished,18,190,0.48,0.15,1030.1,7,805500
2024,3,Unfurnished,11,175,0.85,0.45,1093.4,7,807500
2020,3,Unfurnished,24,161,0.54,0.03,1108.1,8,688500
2024,4,Semi-Furnished,12,217,0.93,0.6,1109.5,4,986000
2024,3,Semi-Furnished,16,101,0.41,0.54,1190.2,6,879000
2022,2,Unfurnished,11,133,0.92,0.13,1499.1,8,664500
2021,1,Unfurnished,2,160,0.42,0.54,1285.5,8,341000
2024,2,Semi-Furnished,23,211,0.43,0.42,1860.1,4,514000
2018,3,Semi-Furnished,7,116,0.54,0.26,1876.1,1,684000
2021,3,Unfurnished,15,142,0.61,0.12,1920.2,2,656000
2020,2,Semi-Furnished,3,130,0.53,0.12,1471.2,4,630000
2020,2,Unfurnished,23,215,0.89,0.36,1774.0,9,445000
2024,2,Furnished,12,80,0.84,0.25,1591.0,3,846500
2021,2,Unfurnished,7,87,0.45,0.36,1144.4,5,559000
2022,2,Semi-Furnished,0,160,0.61,0.2,1635.7,1,611000
2022,1,Semi-Furnished,2,184,0.54,0.14,1837.0,5,459000
2023,2,Unfurnished,0,191,0.24,0.5,1347.9,1,428000
2020,2,Semi-Furnished,14,216,0.8,0.55,1746.7,6,491500
2019,2,Unfurnished,17,223,0.35,0.42,1774.5,1,300000
2023,1,Semi-Furnished,19,138,0.95,0.1,1643.6,2,437000
2022,3,Semi-Furnished,2,124,0.52,0.06,1883.3,9,1009000
2021,2,Unfurnished,14,244,0.7,0.32,1144.8,3,358000
